First_pokemon,Second_pokemon,Winner,Name_First,Type 1_First,Type 2_First,HP_First,Attack_First,Defense_First,Sp. Atk_First,Sp. Def_First,Speed_First,Generation_First,Legendary_First,Name_Second,Type 1_Second,Type 2_Second,HP_Second,Attack_Second,Defense_Second,Sp. Atk_Second,Sp. Def_Second,Speed_Second,Generation_Second,Legendary_Second
445,74,74,Bidoof,Normal,,59,45,40,35,40,31,4,False,Machoke,Fighting,,80,100,70,50,60,45,1,False
797,426,797,Mega Diancie,Rock,Fairy,50,160,110,160,110,110,6,True,Rayquaza,Dragon,Flying,105,150,90,150,90,95,3,True
766,139,139,Heliolisk,Electric,Normal,62,55,52,109,94,109,6,False,Tauros,Normal,,75,100,95,40,70,110,1,False
542,300,542,Palkia,Water,Dragon,90,120,100,150,120,100,4,True,Taillow,Normal,Flying,40,55,30,30,30,85,3,False
655,41,655,Jellicent,Water,Ghost,100,60,70,85,105,60,5,False,Clefairy,Fairy,,70,45,48,60,65,35,1,False
706,439,706,Thundurus Therian Forme,Electric,Flying,79,105,70,145,80,101,5,True,Piplup,Water,,53,51,53,61,56,40,4,False
14,306,306,Caterpie,Bug,,45,30,35,20,20,45,1,False,Gardevoir,Psychic,Fairy,68,65,65,125,115,80,3,False
161,146,161,Dragonair,Dragon,,61,84,65,70,70,70,1,False,Vaporeon,Water,,130,65,60,110,95,65,1,False
159,84,84,Moltres,Fire,Flying,90,100,90,125,85,90,1,True,Ponyta,Fire,,50,85,55,65,65,90,1,False
536,264,264,Fan Rotom,Electric,Flying,50,65,107,105,107,86,4,False,Entei,Fire,,115,115,85,90,75,100,2,True
9,559,9,Mega Charizard Y,Fire,Flying,78,104,78,159,115,100,1,False,Pignite,Fire,Fighting,90,93,55,70,55,55,5,False
638,728,728,Gothitelle,Psychic,,70,55,95,95,110,65,5,False,Bunnelby,Normal,,38,36,38,32,36,57,6,False
547,733,547,Cresselia,Psychic,,120,70,120,75,130,85,4,False,Scatterbug,Bug,,38,35,40,27,25,35,6,False
533,358,533,Heat Rotom,Electric,Fire,50,65,107,105,107,86,4,False,Grumpig,Psychic,,80,45,65,90,110,80,3,False
226,437,437,Snubbull,Fairy,,60,80,50,40,40,30,2,False,Monferno,Fire,Fighting,64,78,52,78,52,81,4,False
468,221,221,Cherubi,Grass,,45,35,45,62,53,35,4,False,Forretress,Bug,Steel,75,90,140,60,60,40,2,False
764,661,764,Clawitzer,Water,,71,73,88,120,89,59,6,False,Klink,Steel,,40,55,70,45,60,30,5,False
628,710,710,Archen,Rock,Flying,55,112,45,74,45,70,5,False,Landorus Therian Forme,Ground,Flying,89,145,90,105,80,91,5,True
329,176,329,Mawile,Steel,Fairy,50,85,85,55,55,50,3,False,Sentret,Normal,,35,46,34,35,45,20,2,False
419,755,755,Mega Latias,Dragon,Psychic,80,100,120,140,150,110,3,True,Swirlix,Fairy,,62,48,66,59,57,49,6,False
88,150,150,Mega Slowbro,Water,Psychic,95,75,180,130,80,30,1,False,Omanyte,Rock,Water,35,40,100,90,55,35,1,False
177,324,177,Furret,Normal,,85,76,64,45,55,90,2,False,Nosepass,Rock,,30,45,135,45,90,30,3,False
578,418,418,Musharna,Psychic,,116,55,85,107,95,29,5,False,Latias,Dragon,Psychic,80,80,90,110,130,110,3,True
445,261,261,Bidoof,Normal,,59,45,40,35,40,31,4,False,Miltank,Normal,,95,80,105,40,70,100,2,False
68,788,68,Poliwrath,Water,Fighting,90,95,95,70,90,70,1,False,Gourgeist Super Size,Ghost,Grass,85,100,122,58,75,54,6,False
201,594,594,Sudowoodo,Rock,,70,100,115,30,65,30,2,False,Gurdurr,Fighting,,85,105,85,40,50,40,5,False
9,478,478,Mega Charizard Y,Fire,Flying,78,104,78,159,115,100,1,False,Mismagius,Ghost,,60,60,60,105,105,105,4,False
745,674,745,Furfrou,Normal,,75,80,60,65,90,102,6,False,Haxorus,Dragon,,76,147,90,60,70,97,5,False
38,714,714,Nidoran♂,Poison,,46,57,40,40,40,50,1,False,Keldeo Ordinary Forme,Water,Fighting,91,72,90,129,90,108,5,False
619,512,619,Dwebble,Bug,Rock,50,65,85,35,35,55,5,False,Mega Abomasnow,Grass,Ice,90,132,105,132,105,30,4,False
225,661,661,Mega Steelix,Steel,Ground,75,125,230,55,95,30,2,False,Klink,Steel,,40,55,70,45,60,30,5,False
452,567,567,Budew,Grass,Poison,40,30,35,50,70,55,4,False,Herdier,Normal,,65,80,65,35,65,60,5,False
162,289,162,Dragonite,Dragon,Flying,91,134,95,100,100,80,1,False,Wurmple,Bug,,45,45,35,20,30,20,3,False
163,763,163,Mewtwo,Psychic,,106,110,90,154,90,130,1,True,Clauncher,Water,,50,53,62,58,63,44,6,False
160,55,55,Dratini,Dragon,,41,64,45,50,50,50,1,False,Venomoth,Bug,Poison,70,65,60,90,75,90,1,False
154,765,154,Aerodactyl,Rock,Flying,80,105,65,60,75,130,1,False,Helioptile,Electric,Normal,44,38,33,61,43,70,6,False
609,753,609,Petilil,Grass,,45,35,50,70,50,30,5,False,Spritzee,Fairy,,78,52,60,63,65,23,6,False
433,105,105,Turtwig,Grass,,55,68,64,45,55,31,4,False,Drowzee,Psychic,,60,48,45,43,90,42,1,False
666,366,366,Eelektross,Electric,,85,115,80,105,80,50,5,False,Altaria,Dragon,Flying,75,70,90,70,105,80,3,False
760,200,760,Barbaracle,Rock,Water,72,105,115,54,86,68,6,False,Azumarill,Water,Fairy,100,50,80,60,80,50,2,False
114,778,778,Marowak,Ground,,60,80,110,50,80,45,1,False,Klefki,Steel,Fairy,57,80,91,80,87,75,6,False
48,305,48,Golbat,Poison,Flying,75,80,70,65,75,90,1,False,Kirlia,Psychic,Fairy,38,35,35,65,55,50,3,False
188,663,663,Cleffa,Fairy,,50,25,28,45,55,15,2,False,Klinklang,Steel,,60,100,115,70,85,90,5,False
164,39,164,Mega Mewtwo X,Psychic,Fighting,106,190,100,154,100,130,1,True,Nidorino,Poison,,61,72,57,55,55,65,1,False
114,99,99,Marowak,Ground,,60,80,110,50,80,45,1,False,Cloyster,Water,Ice,50,95,180,85,45,70,1,False
236,752,752,Ursaring,Normal,,90,130,75,75,75,55,2,False,Aegislash Shield Forme,Steel,Ghost,60,50,150,50,150,60,6,False
627,661,627,Carracosta,Water,Rock,74,108,133,83,65,32,5,False,Klink,Steel,,40,55,70,45,60,30,5,False
473,532,532,Drifloon,Ghost,Flying,90,50,34,60,44,70,4,False,Rotom,Electric,Ghost,50,50,77,95,77,91,4,False
551,646,551,Shaymin Land Forme,Grass,,100,100,100,100,100,100,4,True,Vanilluxe,Ice,,71,95,85,110,95,79,5,False
364,320,320,Cacturne,Grass,Dark,70,115,60,115,60,55,3,False,Exploud,Normal,,104,91,63,91,73,68,3,False
757,706,706,Inkay,Dark,Psychic,53,54,53,37,46,45,6,False,Thundurus Therian Forme,Electric,Flying,79,105,70,145,80,101,5,True
309,455,309,Masquerain,Bug,Flying,70,60,62,80,82,60,3,False,Rampardos,Rock,,97,165,60,65,50,58,4,False
123,574,574,Tangela,Grass,,65,55,115,100,40,60,1,False,Simisear,Fire,,75,98,63,98,63,101,5,False
456,404,404,Shieldon,Rock,Steel,30,42,118,42,88,30,4,False,Gorebyss,Water,,55,84,105,114,75,52,3,False
499,225,499,Mega Lucario,Fighting,Steel,70,145,88,140,70,112,4,False,Mega Steelix,Steel,Ground,75,125,230,55,95,30,2,False
163,691,691,Mewtwo,Psychic,,106,110,90,154,90,130,1,True,Vullaby,Dark,Flying,70,55,75,45,65,60,5,False
785,598,785,Gourgeist Average Size,Ghost,Grass,65,90,122,58,75,84,6,False,Seismitoad,Water,Ground,105,95,75,85,75,74,5,False
224,779,779,Steelix,Steel,Ground,75,85,200,55,65,30,2,False,Phantump,Ghost,Grass,43,70,48,50,60,38,6,False
446,180,446,Bibarel,Normal,Water,79,85,60,55,60,71,4,False,Ledyba,Bug,Flying,40,20,30,40,80,55,2,False
594,585,594,Gurdurr,Fighting,,85,105,85,40,50,40,5,False,Boldore,Rock,,70,105,105,50,40,20,5,False
5,118,5,Charmander,Fire,,39,52,43,60,50,65,1,False,Koffing,Poison,,40,65,95,60,45,35,1,False
625,510,510,Cofagrigus,Ghost,,58,50,145,95,105,30,5,False,Snover,Grass,Ice,60,62,50,62,60,40,4,False
650,491,650,Karrablast,Bug,,50,75,45,40,45,60,5,False,Spiritomb,Ghost,Dark,50,92,108,92,108,35,4,False
463,554,554,Combee,Bug,Flying,30,30,42,30,42,70,4,False,Victini,Psychic,Fire,100,100,100,100,100,100,5,True
686,442,442,Pawniard,Dark,Steel,45,85,70,40,40,60,5,False,Starly,Normal,Flying,40,55,30,30,30,60,4,False
557,164,164,Serperior,Grass,,75,75,95,75,95,113,5,False,Mega Mewtwo X,Psychic,Fighting,106,190,100,154,100,130,1,True
89,332,89,Magnemite,Electric,Steel,25,35,70,95,55,45,1,False,Lairon,Steel,Rock,60,90,140,50,50,40,3,False
152,648,648,Kabuto,Rock,Water,30,80,90,55,45,55,1,False,Sawsbuck,Normal,Grass,80,100,70,60,70,95,5,False
777,723,777,Goodra,Dragon,,90,100,70,110,150,80,6,False,Braixen,Fire,,59,59,58,90,70,73,6,False
244,19,19,Delibird,Ice,Flying,45,55,45,65,45,75,2,False,Beedrill,Bug,Poison,65,90,40,45,80,75,1,False
471,470,471,Gastrodon,Water,Ground,111,83,68,92,82,39,4,False,Shellos,Water,,76,48,48,57,62,34,4,False
410,620,410,Mega Salamence,Dragon,Flying,95,145,130,120,90,120,3,False,Crustle,Bug,Rock,70,95,125,65,75,45,5,False
757,144,144,Inkay,Dark,Psychic,53,54,53,37,46,45,6,False,Ditto,Normal,,48,48,48,48,48,48,1,False
726,329,726,Frogadier,Water,,54,63,52,83,56,97,6,False,Mawile,Steel,Fairy,50,85,85,55,55,50,3,False
655,164,655,Jellicent,Water,Ghost,100,60,70,85,105,60,5,False,Mega Mewtwo X,Psychic,Fighting,106,190,100,154,100,130,1,True
515,397,397,Lickilicky,Normal,,110,85,95,80,95,50,4,False,Glalie,Ice,,80,80,80,80,80,80,3,False
576,149,576,Simipour,Water,,75,98,63,98,63,101,5,False,Porygon,Normal,,65,60,70,85,75,40,1,False
460,516,516,Wormadam Sandy Cloak,Bug,Ground,60,79,105,59,85,36,4,False,Rhyperior,Ground,Rock,115,140,130,55,55,40,4,False
385,245,245,Kecleon,Normal,,60,90,70,60,120,40,3,False,Mantine,Water,Flying,65,40,70,80,140,70,2,False
732,324,732,Talonflame,Fire,Flying,78,81,71,74,69,126,6,False,Nosepass,Rock,,30,45,135,45,90,30,3,False
205,84,205,Jumpluff,Grass,Flying,75,55,70,55,95,110,2,False,Ponyta,Fire,,50,85,55,65,65,90,1,False
29,364,364,Ekans,Poison,,35,60,44,40,54,55,1,False,Cacturne,Grass,Dark,70,115,60,115,60,55,3,False
279,780,279,Blaziken,Fire,Fighting,80,120,70,110,70,80,3,False,Trevenant,Ghost,Grass,85,110,76,65,82,56,6,False
719,193,193,Chespin,Grass,,56,61,65,48,45,38,6,False,Xatu,Psychic,Flying,65,75,70,95,70,95,2,False
289,361,361,Wurmple,Bug,,45,45,35,20,30,20,3,False,Vibrava,Ground,Dragon,50,70,50,50,50,70,3,False
228,423,423,Qwilfish,Water,Poison,65,95,75,55,55,85,2,False,Primal Kyogre,Water,,100,150,90,180,160,90,3,True
179,694,694,Noctowl,Normal,Flying,100,50,50,76,96,70,2,False,Durant,Bug,Steel,58,109,112,48,48,109,5,False
140,456,456,Magikarp,Water,,20,10,55,15,20,80,1,False,Shieldon,Rock,Steel,30,42,118,42,88,30,4,False
342,431,342,Minun,Electric,,60,40,50,75,85,95,3,False,Deoxys Defense Forme,Psychic,,50,70,160,70,160,90,3,True
790,266,266,Avalugg,Ice,,95,117,184,44,46,28,6,False,Larvitar,Rock,Ground,50,64,50,45,50,41,2,False
602,212,212,Swadloon,Bug,Grass,55,63,90,50,80,42,5,False,Espeon,Psychic,,65,65,60,130,95,110,2,False
490,371,490,Chatot,Normal,Flying,76,65,45,92,42,91,4,False,Solrock,Rock,Psychic,70,95,85,55,65,70,3,False
681,714,714,Mienfoo,Fighting,,45,85,50,55,50,65,5,False,Keldeo Ordinary Forme,Water,Fighting,91,72,90,129,90,108,5,False
120,91,91,Rhyhorn,Ground,Rock,80,85,95,30,30,25,1,False,Farfetch'd,Normal,Flying,52,65,55,58,62,60,1,False
453,609,453,Roserade,Grass,Poison,60,70,65,125,105,90,4,False,Petilil,Grass,,45,35,50,70,50,30,5,False
322,502,502,Hariyama,Fighting,,144,120,60,40,60,50,3,False,Skorupi,Poison,Bug,40,50,90,30,55,65,4,False
673,100,100,Fraxure,Dragon,,66,117,70,40,50,67,5,False,Gastly,Ghost,Poison,30,35,30,100,35,80,1,False
154,201,154,Aerodactyl,Rock,Flying,80,105,65,60,75,130,1,False,Sudowoodo,Rock,,70,100,115,30,65,30,2,False
55,745,745,Venomoth,Bug,Poison,70,65,60,90,75,90,1,False,Furfrou,Normal,,75,80,60,65,90,102,6,False
184,97,184,Crobat,Poison,Flying,85,90,80,70,80,130,2,False,Muk,Poison,,105,105,75,65,100,50,1,False
534,721,534,Wash Rotom,Electric,Water,50,65,107,105,107,86,4,False,Chesnaught,Grass,Fighting,88,107,122,74,75,64,6,False
558,310,558,Tepig,Fire,,65,63,45,45,45,45,5,False,Shroomish,Grass,,60,40,60,40,60,35,3,False
144,619,619,Ditto,Normal,,48,48,48,48,48,48,1,False,Dwebble,Bug,Rock,50,65,85,35,35,55,5,False
321,736,736,Makuhita,Fighting,,72,60,30,20,30,25,3,False,Litleo,Fire,Normal,62,50,58,73,54,72,6,False
111,793,793,Exeggcute,Grass,Psychic,60,40,80,60,45,40,1,False,Xerneas,Fairy,,126,131,95,131,98,99,6,True
248,522,522,Houndoom,Dark,Fire,75,90,50,110,80,95,2,False,Leafeon,Grass,,65,110,130,60,65,95,4,False
334,211,334,Mega Aggron,Steel,,70,140,230,60,80,50,3,False,Quagsire,Water,Ground,95,85,85,65,65,35,2,False
750,642,642,Doublade,Steel,Ghost,59,110,150,45,49,35,6,False,Ducklett,Water,Flying,62,44,50,44,50,55,5,False
650,621,650,Karrablast,Bug,,50,75,45,40,45,60,5,False,Scraggy,Dark,Fighting,50,75,70,35,70,48,5,False
655,103,655,Jellicent,Water,Ghost,100,60,70,85,105,60,5,False,Mega Gengar,Ghost,Poison,60,65,80,170,95,130,1,False
387,361,361,Banette,Ghost,,64,115,65,83,63,65,3,False,Vibrava,Ground,Dragon,50,70,50,50,50,70,3,False
555,161,161,Snivy,Grass,,45,45,55,45,55,63,5,False,Dragonair,Dragon,,61,84,65,70,70,70,1,False
151,627,151,Omastar,Rock,Water,70,60,125,115,70,55,1,False,Carracosta,Water,Rock,74,108,133,83,65,32,5,False
638,437,437,Gothitelle,Psychic,,70,55,95,95,110,65,5,False,Monferno,Fire,Fighting,64,78,52,78,52,81,4,False
180,403,180,Ledyba,Bug,Flying,40,20,30,40,80,55,2,False,Huntail,Water,,55,104,105,94,75,52,3,False
624,442,442,Yamask,Ghost,,38,30,85,55,65,30,5,False,Starly,Normal,Flying,40,55,30,30,30,60,4,False
72,681,72,Mega Alakazam,Psychic,,55,50,65,175,95,150,1,False,Mienfoo,Fighting,,45,85,50,55,50,65,5,False
125,60,125,Mega Kangaskhan,Normal,,105,125,100,60,100,100,1,False,Psyduck,Water,,50,52,48,65,50,55,1,False
193,277,193,Xatu,Psychic,Flying,65,75,70,95,70,95,2,False,Torchic,Fire,,45,60,40,70,50,45,3,False
55,744,55,Venomoth,Bug,Poison,70,65,60,90,75,90,1,False,Pangoro,Fighting,Dark,95,124,78,69,71,58,6,False
14,233,233,Caterpie,Bug,,45,30,35,20,20,45,1,False,Mega Heracross,Bug,Fighting,80,185,115,40,105,75,2,False
642,551,551,Ducklett,Water,Flying,62,44,50,44,50,55,5,False,Shaymin Land Forme,Grass,,100,100,100,100,100,100,4,True
369,585,369,Seviper,Poison,,73,100,60,100,60,65,3,False,Boldore,Rock,,70,105,105,50,40,20,5,False
351,144,351,Wailmer,Water,,130,70,35,70,35,60,3,False,Ditto,Normal,,48,48,48,48,48,48,1,False
634,322,634,Minccino,Normal,,55,50,40,40,40,75,5,False,Hariyama,Fighting,,144,120,60,40,60,50,3,False
408,143,143,Shelgon,Dragon,,65,95,100,60,50,50,3,False,Lapras,Water,Ice,130,85,80,85,95,60,1,False
136,166,166,Magmar,Fire,,65,95,57,100,85,93,1,False,Mew,Psychic,,100,100,100,100,100,100,1,False
37,189,37,Nidoqueen,Poison,Ground,90,92,87,75,85,76,1,False,Igglybuff,Normal,Fairy,90,30,15,40,20,15,2,False
772,271,772,Hawlucha,Fighting,Flying,78,92,75,74,63,118,6,False,Ho-oh,Fire,Flying,106,130,90,110,154,90,2,True
526,573,526,Porygon-Z,Normal,,85,80,70,135,75,90,4,False,Pansear,Fire,,50,53,48,53,48,64,5,False
678,575,575,Shelmet,Bug,,50,40,85,40,65,25,5,False,Panpour,Water,,50,53,48,53,48,64,5,False
307,659,307,Mega Gardevoir,Psychic,Fairy,68,85,65,165,135,100,3,False,Ferroseed,Grass,Steel,44,50,91,24,86,10,5,False
300,656,300,Taillow,Normal,Flying,40,55,30,30,30,85,3,False,Alomomola,Water,,165,75,80,40,45,65,5,False
539,324,539,Mesprit,Psychic,,80,105,105,105,105,80,4,True,Nosepass,Rock,,30,45,135,45,90,30,3,False
183,359,359,Ariados,Bug,Poison,70,90,70,60,60,40,2,False,Spinda,Normal,,60,60,60,60,60,60,3,False
260,720,260,Magby,Fire,,45,75,37,70,55,83,2,False,Quilladin,Grass,,61,78,95,56,58,57,6,False
563,365,563,Samurott,Water,,95,100,85,108,70,70,5,False,Swablu,Normal,Flying,45,40,60,40,75,50,3,False
152,566,566,Kabuto,Rock,Water,30,80,90,55,45,55,1,False,Lillipup,Normal,,45,60,45,25,45,55,5,False
79,162,162,Tentacool,Water,Poison,40,40,35,50,100,70,1,False,Dragonite,Dragon,Flying,91,134,95,100,100,80,1,False
329,692,692,Mawile,Steel,Fairy,50,85,85,55,55,50,3,False,Mandibuzz,Dark,Flying,110,65,105,55,95,80,5,False
502,259,259,Skorupi,Poison,Bug,40,50,90,30,55,65,4,False,Elekid,Electric,,45,63,37,65,55,95,2,False
797,59,59,Mega Diancie,Rock,Fairy,50,160,110,160,110,110,6,True,Persian,Normal,,65,70,60,65,65,115,1,False
311,302,302,Breloom,Grass,Fighting,60,130,80,60,60,70,3,False,Wingull,Water,Flying,40,30,30,55,30,85,3,False
595,280,280,Conkeldurr,Fighting,,105,140,95,55,65,45,5,False,Mega Blaziken,Fire,Fighting,80,160,80,130,80,100,3,False
84,400,84,Ponyta,Fire,,50,85,55,65,65,90,1,False,Sealeo,Ice,Water,90,60,70,75,70,45,3,False
138,667,138,Mega Pinsir,Bug,Flying,65,155,120,65,90,105,1,False,Elgyem,Psychic,,55,55,55,85,55,30,5,False
305,28,28,Kirlia,Psychic,Fairy,38,35,35,65,55,50,3,False,Fearow,Normal,Flying,65,90,65,61,61,100,1,False
201,179,201,Sudowoodo,Rock,,70,100,115,30,65,30,2,False,Noctowl,Normal,Flying,100,50,50,76,96,70,2,False
755,83,755,Swirlix,Fairy,,62,48,66,59,57,49,6,False,Golem,Rock,Ground,80,120,130,55,65,45,1,False
113,244,244,Cubone,Ground,,50,50,95,40,50,35,1,False,Delibird,Ice,Flying,45,55,45,65,45,75,2,False
765,638,765,Helioptile,Electric,Normal,44,38,33,61,43,70,6,False,Gothitelle,Psychic,,70,55,95,95,110,65,5,False
46,119,119,Wigglytuff,Normal,Fairy,140,70,45,85,50,45,1,False,Weezing,Poison,,65,90,120,85,70,60,1,False
355,524,524,Mega Camerupt,Fire,Ground,70,120,100,145,105,20,3,False,Gliscor,Ground,Flying,75,95,125,45,75,95,4,False
544,116,544,Regigigas,Normal,,110,160,110,80,110,100,4,True,Hitmonchan,Fighting,,50,105,79,35,110,76,1,False
75,146,146,Machamp,Fighting,,90,130,80,65,85,55,1,False,Vaporeon,Water,,130,65,60,110,95,65,1,False
13,343,343,Mega Blastoise,Water,,79,103,120,135,115,78,1,False,Volbeat,Bug,,65,73,55,47,75,85,3,False
113,448,448,Cubone,Ground,,50,50,95,40,50,35,1,False,Kricketune,Bug,,77,85,51,55,51,65,4,False
615,619,619,Darumaka,Fire,,70,90,45,15,45,50,5,False,Dwebble,Bug,Rock,50,65,85,35,35,55,5,False
634,2,634,Minccino,Normal,,55,50,40,40,40,75,5,False,Ivysaur,Grass,Poison,60,62,63,80,80,60,1,False
375,668,375,Crawdaunt,Water,Dark,63,120,85,90,55,55,3,False,Beheeyem,Psychic,,75,75,75,125,95,40,5,False
676,525,525,Beartic,Ice,,95,110,80,70,80,50,5,False,Mamoswine,Ice,Ground,110,130,80,70,60,80,4,False
507,465,465,Finneon,Water,,49,49,56,49,61,66,4,False,Pachirisu,Electric,,60,45,70,45,90,95,4,False
158,692,158,Zapdos,Electric,Flying,90,90,85,125,90,100,1,True,Mandibuzz,Dark,Flying,110,65,105,55,95,80,5,False
366,715,715,Altaria,Dragon,Flying,75,70,90,70,105,80,3,False,Keldeo Resolute Forme,Water,Fighting,91,72,90,129,90,108,5,False
491,314,314,Spiritomb,Ghost,Dark,50,92,108,92,108,35,4,False,Slaking,Normal,,150,160,100,95,65,100,3,False
431,597,431,Deoxys Defense Forme,Psychic,,50,70,160,70,160,90,3,True,Palpitoad,Water,Ground,75,65,55,65,55,69,5,False
57,141,57,Dugtrio,Ground,,35,80,50,50,70,120,1,False,Gyarados,Water,Flying,95,125,79,60,100,81,1,False
127,223,223,Seadra,Water,,55,65,95,95,45,85,1,False,Gligar,Ground,Flying,65,75,105,35,65,85,2,False
581,69,581,Unfezant,Normal,Flying,80,115,80,65,55,93,5,False,Abra,Psychic,,25,20,15,105,55,90,1,False
136,371,136,Magmar,Fire,,65,95,57,100,85,93,1,False,Solrock,Rock,Psychic,70,95,85,55,65,70,3,False
502,320,320,Skorupi,Poison,Bug,40,50,90,30,55,65,4,False,Exploud,Normal,,104,91,63,91,73,68,3,False
304,654,654,Ralts,Psychic,Fairy,28,25,25,45,35,40,3,False,Frillish,Water,Ghost,55,40,50,65,85,40,5,False
440,203,203,Prinplup,Water,,64,66,68,81,76,50,4,False,Hoppip,Grass,Flying,35,35,40,35,55,50,2,False
81,355,355,Geodude,Rock,Ground,40,80,100,30,30,20,1,False,Mega Camerupt,Fire,Ground,70,120,100,145,105,20,3,False
582,526,526,Blitzle,Electric,,45,60,32,50,32,76,5,False,Porygon-Z,Normal,,85,80,70,135,75,90,4,False
41,199,199,Clefairy,Fairy,,70,45,48,60,65,35,1,False,Marill,Water,Fairy,70,20,50,20,50,40,2,False
595,409,409,Conkeldurr,Fighting,,105,140,95,55,65,45,5,False,Salamence,Dragon,Flying,95,135,80,110,80,100,3,False
779,528,528,Phantump,Ghost,Grass,43,70,48,50,60,38,6,False,Mega Gallade,Psychic,Fighting,68,165,95,65,115,110,4,False
245,400,245,Mantine,Water,Flying,65,40,70,80,140,70,2,False,Sealeo,Ice,Water,90,60,70,75,70,45,3,False
689,428,428,Rufflet,Normal,Flying,70,83,50,37,50,60,5,False,Jirachi,Steel,Psychic,100,100,100,100,100,100,3,True
612,133,133,Sandile,Ground,Dark,50,72,35,35,35,65,5,False,Scyther,Bug,Flying,70,110,80,55,80,105,1,False
560,204,204,Emboar,Fire,Fighting,110,123,65,100,65,65,5,False,Skiploom,Grass,Flying,55,45,50,45,65,80,2,False
585,365,365,Boldore,Rock,,70,105,105,50,40,20,5,False,Swablu,Normal,Flying,45,40,60,40,75,50,3,False
770,541,541,Aurorus,Rock,Ice,123,77,72,99,92,58,6,False,Dialga,Steel,Dragon,100,120,120,150,100,90,4,True
436,392,392,Chimchar,Fire,,44,58,44,58,44,61,4,False,Chimecho,Psychic,,65,50,70,95,80,65,3,False
777,532,532,Goodra,Dragon,,90,100,70,110,150,80,6,False,Rotom,Electric,Ghost,50,50,77,95,77,91,4,False
441,635,635,Empoleon,Water,Steel,84,86,88,111,101,60,4,False,Cinccino,Normal,,75,95,60,65,60,115,5,False
288,191,288,Linoone,Normal,,78,70,61,50,61,100,3,False,Togetic,Fairy,Flying,55,40,85,80,105,40,2,False
391,335,335,Tropius,Grass,Flying,99,68,83,72,87,51,3,False,Meditite,Fighting,Psychic,30,40,55,40,55,60,3,False
640,498,498,Duosion,Psychic,,65,40,50,125,60,30,5,False,Lucario,Fighting,Steel,70,110,70,115,70,90,4,False
384,222,384,Castform,Normal,,70,70,70,70,70,70,3,False,Dunsparce,Normal,,100,70,70,65,65,45,2,False
157,675,157,Articuno,Ice,Flying,90,85,100,95,125,85,1,True,Cubchoo,Ice,,55,70,40,60,40,40,5,False
259,38,259,Elekid,Electric,,45,63,37,65,55,95,2,False,Nidoran♂,Poison,,46,57,40,40,40,50,1,False
496,705,705,Munchlax,Normal,,135,85,40,40,85,5,4,False,Thundurus Incarnate Forme,Electric,Flying,79,115,70,125,80,111,5,True
156,472,472,Snorlax,Normal,,160,110,65,65,110,30,1,False,Ambipom,Normal,,75,100,66,60,66,115,4,False
34,17,34,Sandslash,Ground,,75,100,110,45,55,65,1,False,Weedle,Bug,Poison,40,35,30,20,20,50,1,False
65,43,65,Arcanine,Fire,,90,110,80,100,80,95,1,False,Vulpix,Fire,,38,41,40,50,65,65,1,False
6,377,6,Charmeleon,Fire,,58,64,58,80,65,80,1,False,Claydol,Ground,Psychic,60,70,105,70,120,75,3,False
476,418,418,Lopunny,Normal,,65,76,84,54,96,105,4,False,Latias,Dragon,Psychic,80,80,90,110,130,110,3,True
774,732,732,Carbink,Rock,Fairy,50,50,150,50,150,50,6,False,Talonflame,Fire,Flying,78,81,71,74,69,126,6,False
371,128,371,Solrock,Rock,Psychic,70,95,85,55,65,70,3,False,Goldeen,Water,,45,67,60,35,50,63,1,False
327,349,349,Sableye,Dark,Ghost,50,75,75,65,65,50,3,False,Sharpedo,Water,Dark,70,120,40,95,40,95,3,False
96,753,96,Grimer,Poison,,80,80,50,40,50,25,1,False,Spritzee,Fairy,,78,52,60,63,65,23,6,False
761,750,750,Skrelp,Poison,Water,50,60,60,60,60,30,6,False,Doublade,Steel,Ghost,59,110,150,45,49,35,6,False
47,329,329,Zubat,Poison,Flying,40,45,35,30,40,55,1,False,Mawile,Steel,Fairy,50,85,85,55,55,50,3,False
222,568,568,Dunsparce,Normal,,100,70,70,65,65,45,2,False,Stoutland,Normal,,85,110,90,45,90,80,5,False
62,358,358,Mankey,Fighting,,40,80,35,35,45,70,1,False,Grumpig,Psychic,,80,45,65,90,110,80,3,False
550,654,550,Darkrai,Dark,,70,90,90,135,90,125,4,True,Frillish,Water,Ghost,55,40,50,65,85,40,5,False
637,624,637,Gothorita,Psychic,,60,45,70,75,85,55,5,False,Yamask,Ghost,,38,30,85,55,65,30,5,False
647,585,585,Deerling,Normal,Grass,60,60,50,40,50,75,5,False,Boldore,Rock,,70,105,105,50,40,20,5,False
322,672,672,Hariyama,Fighting,,144,120,60,40,60,50,3,False,Axew,Dragon,,46,87,60,30,40,57,5,False
683,228,228,Druddigon,Dragon,,77,120,90,60,90,48,5,False,Qwilfish,Water,Poison,65,95,75,55,55,85,2,False
247,230,230,Houndour,Dark,Fire,45,60,30,80,50,65,2,False,Mega Scizor,Bug,Steel,70,150,140,65,100,75,2,False
68,798,68,Poliwrath,Water,Fighting,90,95,95,70,90,70,1,False,Hoopa Confined,Psychic,Ghost,80,110,60,150,130,70,6,True
300,79,300,Taillow,Normal,Flying,40,55,30,30,30,85,3,False,Tentacool,Water,Poison,40,40,35,50,100,70,1,False
